city,state,lat,lon,timestamp,pm2_5,pm10,no2,o3,so2,co,aqi_category
Sikar,Rajasthan,27.6094,75.1398,2025-11-23T14:00,40.0,43.5,1.6,151.0,9.2,306.0,Satisfactory
Thoothukudi,Tamil Nadu,8.7642,78.1348,2025-11-23T14:00,4.2,4.3,5.3,65.0,5.6,212.0,Good
Rewa,Madhya Pradesh,24.5362,81.3037,2025-11-23T14:00,99.4,109.7,2.2,165.0,16.1,373.0,Poor
Mirzapur,Uttar Pradesh,25.1337,82.5644,2025-11-23T14:00,102.7,110.8,2.8,185.0,20.5,416.0,Poor
Raichur,Karnataka,16.2076,77.3463,2025-11-23T14:00,20.4,22.6,3.8,144.0,18.0,208.0,Good
Pali,Rajasthan,25.7713,73.3237,2025-11-23T14:00,27.4,31.0,1.2,148.0,11.1,299.0,Good
Ramagundam,Telangana,18.7553,79.5146,2025-11-23T14:00,23.3,24.0,13.1,159.0,17.0,335.0,Good
Haridwar,Uttarakhand,29.9457,78.1642,2025-11-23T14:00,58.8,62.2,3.5,179.0,30.2,528.0,Satisfactory
Vijayanagaram,Andhra Pradesh,18.1067,83.3956,2025-11-23T14:00,19.2,20.6,3.8,114.0,3.9,285.0,Good
Katihar,Bihar,25.5541,87.5529,2025-11-23T14:00,65.2,69.6,2.2,160.0,18.1,392.0,Moderate
Nagarcoil,Tamil Nadu,8.1833,77.4119,2025-11-23T14:00,6.2,6.3,6.7,65.0,6.4,238.0,Good
Sri Ganganagar,Rajasthan,29.9038,73.8772,2025-11-23T14:00,68.5,72.2,2.5,180.0,22.0,747.0,Moderate
Karawal Nagar,Delhi,28.7352,77.275,2025-11-23T14:00,99.2,101.5,11.1,211.0,48.2,645.0,Poor
Mango,Jharkhand,22.8124,86.2023,2025-11-23T14:00,82.7,86.6,11.0,195.0,61.0,521.0,Moderate
Thanjavur,Tamil Nadu,10.787,79.1378,2025-11-23T14:00,6.6,7.1,5.1,70.0,10.0,222.0,Good
Bulandshahr,Uttar Pradesh,28.4069,77.8498,2025-11-23T14:00,96.4,99.0,7.4,216.0,41.6,678.0,Poor
Uluberia,West Bengal,22.4744,88.1,2025-11-23T14:00,80.1,84.5,4.6,219.0,40.3,561.0,Moderate
Murwara,Madhya Pradesh,23.8343,80.3954,2025-11-23T14:00,83.8,93.6,1.3,149.0,13.1,333.0,Moderate
Sambhal,Uttar Pradesh,28.5869,78.5532,2025-11-23T14:00,91.7,94.8,4.0,201.0,30.1,604.0,Poor
Singrauli,Madhya Pradesh,24.1992,82.6645,2025-11-23T14:00,96.9,105.5,81.8,72.0,66.2,463.0,Poor
Nadiad,Gujarat,22.6916,72.8634,2025-11-23T14:00,67.3,70.8,7.1,166.0,25.5,384.0,Moderate
Secunderabad,Telangana,17.4399,78.4983,2025-11-23T14:00,18.7,19.6,2.2,144.0,6.8,308.0,Good
Naihati,West Bengal,22.8944,88.4228,2025-11-23T14:00,68.7,72.9,5.9,212.0,27.7,445.0,Moderate
Yamunanagar,Haryana,30.129,77.2674,2025-11-23T14:00,72.9,75.9,7.8,182.0,30.0,588.0,Moderate
Bidhan Nagar,West Bengal,22.5818,88.4146,2025-11-23T14:00,69.6,73.8,5.2,236.0,28.1,459.0,Moderate
Pallavaram,Tamil Nadu,12.9675,80.1491,2025-11-23T14:00,6.9,7.5,5.4,92.0,9.9,323.0,Good
Bidar,Karnataka,17.9104,77.5199,2025-11-23T14:00,17.1,18.0,1.2,126.0,4.1,253.0,Good
Munger,Bihar,25.3748,86.4735,2025-11-23T14:00,85.7,92.2,3.0,182.0,23.5,432.0,Moderate
Panchkula,Haryana,30.6942,76.8606,2025-11-23T14:00,48.3,52.2,7.0,172.0,39.9,610.0,Satisfactory
Burhanpur,Madhya Pradesh,21.3196,76.2184,2025-11-23T14:00,27.0,27.6,1.4,148.0,11.3,329.0,Good
Raurkela Industrial Township,Odisha,22.2492,84.8828,2025-11-23T14:00,67.3,71.0,2.6,187.0,60.8,400.0,Moderate
Kharagpur,West Bengal,22.346,87.232,2025-11-23T14:00,81.5,85.4,2.0,190.0,35.8,526.0,Moderate
Dindigul,Tamil Nadu,10.3673,77.9803,2025-11-23T14:00,6.3,6.4,2.3,91.0,5.7,221.0,Good
Gandhinagar,Gujarat,23.2156,72.6369,2025-11-23T14:00,58.9,62.9,3.5,160.0,17.5,369.0,Satisfactory
Hospet,Karnataka,15.2689,76.3909,2025-11-23T14:00,11.9,13.1,3.4,112.0,7.5,202.0,Good
Nangloi Jat,Delhi,28.6833,77.0667,2025-11-23T14:00,99.2,101.5,11.1,211.0,48.2,618.0,Poor
Malda,West Bengal,25.0108,88.1411,2025-11-23T14:00,77.1,82.2,2.5,169.0,16.1,371.0,Moderate
Ongole,Andhra Pradesh,15.5057,80.0499,2025-11-23T14:00,7.7,9.7,1.6,100.0,2.1,204.0,Good
Deoghar,Jharkhand,24.4826,86.6999,2025-11-23T14:00,87.3,95.7,1.8,160.0,13.0,359.0,Moderate
Chapra,Bihar,25.7796,84.7499,2025-11-23T14:00,91.7,99.0,3.0,168.0,19.2,497.0,Poor
Haldia,West Bengal,22.0667,88.0698,2025-11-23T14:00,86.1,91.3,3.7,224.0,40.5,504.0,Moderate
Khandwa,Madhya Pradesh,21.8314,76.3498,2025-11-23T14:00,45.8,47.1,2.4,174.0,19.8,331.0,Satisfactory
Nandyal,Andhra Pradesh,15.4882,78.48,2025-11-23T14:00,8.5,9.5,0.8,95.0,2.0,209.0,Good
Chittoor,Andhra Pradesh,13.2172,79.1003,2025-11-23T14:00,4.3,4.7,1.9,77.0,2.3,205.0,Good
Morena,Madhya Pradesh,26.4997,78.0037,2025-11-23T14:00,54.2,59.4,1.4,151.0,9.3,385.0,Satisfactory
Amroha,Uttar Pradesh,28.9044,78.4673,2025-11-23T14:00,81.5,84.8,3.3,183.0,26.9,605.0,Moderate
Anand,Gujarat,22.5645,72.9289,2025-11-23T14:00,74.0,76.8,7.0,185.0,23.8,410.0,Moderate
Bhind,Madhya Pradesh,26.5631,78.7982,2025-11-23T14:00,64.5,70.3,1.8,159.0,10.2,449.0,Moderate
Bhalswa Jahangir Pur,Delhi,28.7354,77.1638,2025-11-23T14:00,99.2,101.5,11.1,211.0,48.2,631.0,Poor
Madhyamgram,West Bengal,22.6995,88.4662,2025-11-23T14:00,68.7,72.9,5.9,212.0,27.7,442.0,Moderate
Bhiwani,Haryana,28.7837,76.1337,2025-11-23T14:00,87.8,90.8,2.8,186.0,24.9,508.0,Moderate
Navi Mumbai Panvel Raigad,Maharashtra,18.9894,73.1175,2025-11-23T14:00,34.3,35.3,4.4,212.0,13.2,427.0,Satisfactory
Bahraich,Uttar Pradesh,27.5705,81.5977,2025-11-23T14:00,80.8,87.3,2.3,175.0,27.3,545.0,Moderate
Shivamogga,Karnataka,13.9299,75.5681,2025-11-23T14:00,5.0,6.3,1.2,87.0,1.2,196.0,Good
Sirsa,Haryana,29.5321,75.0318,2025-11-23T14:00,88.0,90.6,2.6,185.0,32.4,651.0,Moderate
Dinapur Nizamat,Bihar,25.6329,85.058,2025-11-23T14:00,90.1,97.6,2.8,170.0,20.0,473.0,Poor
Udupi,Karnataka,13.3409,74.7421,2025-11-23T14:00,10.9,11.9,3.0,110.0,1.6,279.0,Good
Palakkad,Kerala,10.7867,76.6548,2025-11-23T14:00,7.8,8.0,2.3,99.0,3.4,236.0,Good
Raebareli,Uttar Pradesh,26.2303,81.2374,2025-11-23T14:00,72.6,79.4,1.8,175.0,19.9,410.0,Moderate
Baharampur,West Bengal,24.1,88.25,2025-11-23T14:00,92.0,100.1,4.9,191.0,15.8,391.0,Poor
Kumaltala,West Bengal,22.8944,88.4228,2025-11-23T14:00,68.7,72.9,5.9,212.0,27.7,445.0,Moderate
Khurja,Uttar Pradesh,28.2511,77.8539,2025-11-23T14:00,96.4,99.0,7.4,216.0,41.6,641.0,Poor
Gonda,Uttar Pradesh,27.1303,81.9619,2025-11-23T14:00,83.8,90.6,2.3,175.0,28.9,481.0,Moderate
Shimla,Himachal Pradesh,31.1048,77.1734,2025-11-23T14:00,20.3,22.7,2.0,147.0,15.6,337.0,Good
Gangtok,Sikkim,27.3314,88.6138,2025-11-23T14:00,30.4,31.3,1.7,128.0,2.9,295.0,Satisfactory
Itanagar,Arunachal Pradesh,27.0844,93.6053,2025-11-23T14:00,11.6,13.4,1.0,89.0,1.0,194.0,Good
Kohima,Nagaland,25.6751,94.1086,2025-11-23T14:00,12.0,13.4,0.9,107.0,2.2,287.0,Good
Shillong,Meghalaya,25.5788,91.8933,2025-11-23T14:00,21.8,23.9,1.5,134.0,3.3,264.0,Good
Panaji,Goa,15.4909,73.8278,2025-11-23T14:00,16.5,18.4,1.9,126.0,4.5,220.0,Good
Port Blair,Andaman and Nicobar Islands,11.6234,92.7265,2025-11-23T14:00,7.1,10.1,0.4,105.0,2.3,225.0,Good
Kavaratti,Lakshadweep,10.5667,72.6417,2025-11-23T14:00,18.9,20.0,0.2,107.0,0.6,244.0,Good
Silvassa,Dadra and Nagar Haveli,20.2762,73.0083,2025-11-23T14:00,38.5,39.2,2.1,165.0,10.8,487.0,Satisfactory
Daman,Daman and Diu,20.3974,72.8328,2025-11-23T14:00,69.4,71.0,19.9,196.0,31.6,736.0,Moderate
Diu,Daman and Diu,20.7144,70.9874,2025-11-23T14:00,40.6,43.1,1.9,158.0,12.0,437.0,Satisfactory
Leh,Ladakh,34.1526,77.577,2025-11-23T14:00,2.3,3.9,0.6,111.0,1.1,120.0,Good
Kargil,Ladakh,34.5539,76.1349,2025-11-23T14:00,3.9,6.0,0.3,111.0,1.1,121.0,Good
Roorkee,Uttarakhand,29.8543,77.888,2025-11-23T14:00,58.8,62.2,3.5,179.0,30.2,587.0,Satisfactory
Haldwani,Uttarakhand,29.2183,79.513,2025-11-23T14:00,52.0,54.7,2.6,174.0,19.1,421.0,Satisfactory
Rudrapur,Uttarakhand,28.98,79.4,2025-11-23T14:00,72.2,75.4,3.6,191.0,28.5,517.0,Moderate
Rishikesh,Uttarakhand,30.0869,78.2676,2025-11-23T14:00,44.1,46.7,1.5,167.0,25.2,446.0,Satisfactory
Mussoorie,Uttarakhand,30.4598,78.0644,2025-11-23T14:00,39.1,42.1,2.2,160.0,24.0,404.0,Satisfactory
Nainital,Uttarakhand,29.3919,79.4542,2025-11-23T14:00,52.0,54.7,2.6,174.0,19.1,361.0,Satisfactory
Almora,Uttarakhand,29.5971,79.6591,2025-11-23T14:00,30.7,32.9,1.1,149.0,10.4,229.0,Satisfactory
Pithoragarh,Uttarakhand,29.5829,80.2182,2025-11-23T14:00,20.8,23.6,0.9,131.0,5.3,238.0,Good
Bageshwar,Uttarakhand,29.8404,79.7694,2025-11-23T14:00,18.7,20.8,0.8,132.0,6.2,215.0,Good
Champawat,Uttarakhand,29.3353,80.0988,2025-11-23T14:00,48.9,51.1,1.1,158.0,13.2,349.0,Satisfactory
Tehri,Uttarakhand,30.3847,78.4866,2025-11-23T14:00,28.3,30.5,1.1,154.0,17.3,236.0,Good
Pauri,Uttarakhand,30.1528,78.7737,2025-11-23T14:00,32.4,34.3,0.8,152.0,17.2,212.0,Satisfactory
Uttarkashi,Uttarakhand,30.7268,78.4354,2025-11-23T14:00,16.4,17.8,0.5,137.0,10.6,203.0,Good
Chamoli,Uttarakhand,30.4053,79.338,2025-11-23T14:00,14.6,16.2,0.7,127.0,5.5,192.0,Good
Rudraprayag,Uttarakhand,30.2844,78.9811,2025-11-23T14:00,18.9,20.7,0.6,135.0,9.2,234.0,Good
Chamba,Himachal Pradesh,32.5534,76.1258,2025-11-23T14:00,31.2,34.0,2.5,154.0,9.9,377.0,Satisfactory
Dharamshala,Himachal Pradesh,32.219,76.3234,2025-11-23T14:00,15.5,17.2,1.0,139.0,6.8,499.0,Good
Kullu,Himachal Pradesh,31.9566,77.1095,2025-11-23T14:00,12.5,13.7,1.7,136.0,9.8,257.0,Good
Manali,Himachal Pradesh,32.2432,77.1892,2025-11-23T14:00,6.5,7.8,2.0,126.0,4.6,192.0,Good
Mandi,Himachal Pradesh,31.7082,76.9318,2025-11-23T14:00,22.5,25.4,1.4,144.0,9.9,387.0,Good
Hamirpur,Himachal Pradesh,31.6862,76.5213,2025-11-23T14:00,31.8,34.2,2.1,154.0,10.6,475.0,Satisfactory
Una,Himachal Pradesh,31.4685,76.2708,2025-11-23T14:00,31.8,34.2,2.1,154.0,10.6,619.0,Satisfactory
Bilaspur,Himachal Pradesh,31.326,76.761,2025-11-23T14:00,34.1,37.7,6.0,150.0,35.7,417.0,Satisfactory
Solan,Himachal Pradesh,30.9084,77.0999,2025-11-23T14:00,29.7,33.5,2.7,159.0,20.1,347.0,Good
Nahan,Himachal Pradesh,30.5599,77.2955,2025-11-23T14:00,55.8,59.0,4.3,183.0,30.2,457.0,Satisfactory
Palampur,Himachal Pradesh,32.1109,76.5363,2025-11-23T14:00,24.4,26.4,1.5,148.0,9.9,477.0,Good
Dalhousie,Himachal Pradesh,32.5387,75.971,2025-11-23T14:00,31.2,34.0,2.5,154.0,9.9,436.0,Satisfactory
Kasauli,Himachal Pradesh,30.9013,76.9649,2025-11-23T14:00,48.3,52.2,7.0,172.0,39.9,391.0,Satisfactory
Keylong,Himachal Pradesh,32.571,77.032,2025-11-23T14:00,6.5,7.8,2.0,126.0,4.6,143.0,Good
Reckong Peo,Himachal Pradesh,31.5333,78.2667,2025-11-23T14:00,3.1,4.7,0.1,105.0,1.8,137.0,Good
Kalpa,Himachal Pradesh,31.5333,78.25,2025-11-23T14:00,3.1,4.7,0.1,105.0,1.8,137.0,Good
Kaza,Himachal Pradesh,32.2276,78.071,2025-11-23T14:00,1.5,3.1,0.3,108.0,1.2,105.0,Good
Tabo,Himachal Pradesh,32.0938,78.3819,2025-11-23T14:00,1.5,3.1,0.2,105.0,1.3,102.0,Good
Sangla,Himachal Pradesh,31.4258,78.2636,2025-11-23T14:00,3.1,4.7,0.1,105.0,1.8,130.0,Good
Chitkul,Himachal Pradesh,31.3556,78.439,2025-11-23T14:00,8.3,9.6,0.2,121.0,5.7,111.0,Good
Narkanda,Himachal Pradesh,31.258,77.46,2025-11-23T14:00,14.8,16.6,1.0,141.0,8.8,202.0,Good
Kufri,Himachal Pradesh,31.0979,77.2678,2025-11-23T14:00,20.3,22.7,2.0,147.0,15.6,296.0,Good
Chail,Himachal Pradesh,30.9686,77.1901,2025-11-23T14:00,29.7,33.5,2.7,159.0,20.1,324.0,Good
Mashobra,Himachal Pradesh,31.127,77.236,2025-11-23T14:00,20.3,22.7,2.0,147.0,15.6,337.0,Good
Naldehra,Himachal Pradesh,31.186,77.194,2025-11-23T14:00,20.3,22.7,2.0,147.0,15.6,301.0,Good
Tattapani,Himachal Pradesh,31.246,77.09,2025-11-23T14:00,20.3,22.7,2.0,147.0,15.6,322.0,Good
Barog,Himachal Pradesh,30.889,77.078,2025-11-23T14:00,29.7,33.5,2.7,159.0,20.1,347.0,Good
Parwanoo,Himachal Pradesh,30.838,76.955,2025-11-23T14:00,48.3,52.2,7.0,172.0,39.9,413.0,Satisfactory
Baddi,Himachal Pradesh,30.9578,76.7914,2025-11-23T14:00,48.3,52.2,7.0,172.0,39.9,541.0,Satisfactory
Nalagarh,Himachal Pradesh,31.041,76.723,2025-11-23T14:00,34.1,37.7,6.0,150.0,35.7,566.0,Satisfactory
Paonta Sahib,Himachal Pradesh,30.4453,77.6022,2025-11-23T14:00,48.4,51.7,3.0,165.0,26.5,470.0,Satisfactory
Nurpur,Himachal Pradesh,32.301,75.894,2025-11-23T14:00,31.2,34.0,2.5,154.0,9.9,612.0,Satisfactory
Jawalamukhi,Himachal Pradesh,31.876,76.323,2025-11-23T14:00,24.4,26.4,1.5,148.0,9.9,523.0,Good
Kangra,Himachal Pradesh,32.0998,76.2691,2025-11-23T14:00,24.4,26.4,1.5,148.0,9.9,585.0,Good
Yol,Himachal Pradesh,32.167,76.367,2025-11-23T14:00,24.4,26.4,1.5,148.0,9.9,465.0,Good
Nagrota Bagwan,Himachal Pradesh,32.11,76.37,2025-11-23T14:00,24.4,26.4,1.5,148.0,9.9,553.0,Good
Baijnath,Himachal Pradesh,32.052,76.65,2025-11-23T14:00,15.1,16.7,0.7,137.0,8.0,292.0,Good
Jogindernagar,Himachal Pradesh,31.99,76.78,2025-11-23T14:00,15.1,16.7,0.7,137.0,8.0,350.0,Good
Sarkaghat,Himachal Pradesh,31.69,76.73,2025-11-23T14:00,22.5,25.4,1.4,144.0,9.9,436.0,Good
Sundarnagar,Himachal Pradesh,31.53,76.88,2025-11-23T14:00,22.5,25.4,1.4,144.0,9.9,365.0,Good
Ner Chowk,Himachal Pradesh,31.61,76.91,2025-11-23T14:00,22.5,25.4,1.4,144.0,9.9,409.0,Good
Pandoh,Himachal Pradesh,31.67,77.06,2025-11-23T14:00,15.1,16.6,0.7,140.0,11.0,316.0,Good
Aut,Himachal Pradesh,31.74,77.21,2025-11-23T14:00,15.1,16.6,0.7,140.0,11.0,255.0,Good
Bhuntar,Himachal Pradesh,31.88,77.15,2025-11-23T14:00,12.5,13.7,1.7,136.0,9.8,255.0,Good
Kasol,Himachal Pradesh,32.01,77.31,2025-11-23T14:00,12.5,13.7,1.7,136.0,9.8,231.0,Good
Manikaran,Himachal Pradesh,32.027,77.345,2025-11-23T14:00,12.5,13.7,1.7,136.0,9.8,231.0,Good
Tosh,Himachal Pradesh,32.016,77.45,2025-11-23T14:00,5.2,6.5,0.4,121.0,4.1,178.0,Good
Malana,Himachal Pradesh,32.06,77.26,2025-11-23T14:00,12.5,13.7,1.7,136.0,9.8,204.0,Good
Jibhi,Himachal Pradesh,31.63,77.34,2025-11-23T14:00,15.1,16.6,0.7,140.0,11.0,232.0,Good
Shoja,Himachal Pradesh,31.58,77.36,2025-11-23T14:00,15.1,16.6,0.7,140.0,11.0,205.0,Good
Banjar,Himachal Pradesh,31.64,77.35,2025-11-23T14:00,15.1,16.6,0.7,140.0,11.0,205.0,Good
Gushaini,Himachal Pradesh,31.64,77.4,2025-11-23T14:00,9.2,10.1,0.5,135.0,7.3,205.0,Good
Sainj,Himachal Pradesh,31.77,77.3,2025-11-23T14:00,15.1,16.6,0.7,140.0,11.0,226.0,Good
Larji,Himachal Pradesh,31.72,77.22,2025-11-23T14:00,15.1,16.6,0.7,140.0,11.0,255.0,Good
Janjheli,Himachal Pradesh,31.5,77.22,2025-11-23T14:00,15.1,16.6,0.7,140.0,11.0,253.0,Good
Karsog,Himachal Pradesh,31.38,77.2,2025-11-23T14:00,20.3,22.7,2.0,147.0,15.6,285.0,Good
Chindi,Himachal Pradesh,31.42,77.15,2025-11-23T14:00,15.1,16.6,0.7,140.0,11.0,285.0,Good
Rohru,Himachal Pradesh,31.2,77.75,2025-11-23T14:00,14.8,16.6,1.0,141.0,8.8,167.0,Good
Jubbal,Himachal Pradesh,31.11,77.66,2025-11-23T14:00,14.8,16.6,1.0,141.0,8.8,153.0,Good
Kotkhai,Himachal Pradesh,31.12,77.53,2025-11-23T14:00,14.8,16.6,1.0,141.0,8.8,151.0,Good
Theog,Himachal Pradesh,31.12,77.35,2025-11-23T14:00,20.3,22.7,2.0,147.0,15.6,247.0,Good
Fagu,Himachal Pradesh,31.08,77.3,2025-11-23T14:00,20.3,22.7,2.0,147.0,15.6,296.0,Good
Matiana,Himachal Pradesh,31.21,77.4,2025-11-23T14:00,14.8,16.6,1.0,141.0,8.8,250.0,Good
Kumarsain,Himachal Pradesh,31.31,77.44,2025-11-23T14:00,14.8,16.6,1.0,141.0,8.8,225.0,Good
Rampur Bushahr,Himachal Pradesh,31.45,77.63,2025-11-23T14:00,9.2,10.1,0.5,135.0,7.3,160.0,Good
Sarahan,Himachal Pradesh,31.51,77.79,2025-11-23T14:00,9.2,10.1,0.5,135.0,7.3,172.0,Good
Jeori,Himachal Pradesh,31.53,77.77,2025-11-23T14:00,9.2,10.1,0.5,135.0,7.3,172.0,Good
Wangtu,Himachal Pradesh,31.54,78.02,2025-11-23T14:00,5.4,6.4,0.2,119.0,3.7,163.0,Good
Tapri,Himachal Pradesh,31.51,78.09,2025-11-23T14:00,5.4,6.4,0.2,119.0,3.7,151.0,Good
Powari,Himachal Pradesh,31.54,78.23,2025-11-23T14:00,3.1,4.7,0.1,105.0,1.8,145.0,Good
Pooh,Himachal Pradesh,31.76,78.59,2025-11-23T14:00,3.1,4.7,0.1,105.0,1.8,104.0,Good
Nako,Himachal Pradesh,31.88,78.63,2025-11-23T14:00,1.1,3.0,0.2,101.0,0.9,104.0,Good
Sumdo,Himachal Pradesh,32.05,78.6,2025-11-23T14:00,1.1,3.0,0.2,101.0,0.9,101.0,Good
Gue,Himachal Pradesh,32.12,78.55,2025-11-23T14:00,1.5,3.1,0.2,105.0,1.3,101.0,Good
Dhankar,Himachal Pradesh,32.13,78.22,2025-11-23T14:00,1.5,3.1,0.2,105.0,1.3,104.0,Good
Lhalung,Himachal Pradesh,32.16,78.19,2025-11-23T14:00,2.4,3.8,0.2,110.0,1.7,106.0,Good
Demul,Himachal Pradesh,32.18,78.15,2025-11-23T14:00,2.4,3.8,0.2,110.0,1.7,106.0,Good
Komik,Himachal Pradesh,32.23,78.06,2025-11-23T14:00,1.5,3.1,0.3,108.0,1.2,105.0,Good
Langza,Himachal Pradesh,32.26,78.06,2025-11-23T14:00,1.5,3.1,0.3,108.0,1.2,106.0,Good
Hikkim,Himachal Pradesh,32.24,78.05,2025-11-23T14:00,1.5,3.1,0.3,108.0,1.2,102.0,Good
Kibber,Himachal Pradesh,32.33,78.01,2025-11-23T14:00,1.5,3.1,0.3,108.0,1.2,108.0,Good
Chicham,Himachal Pradesh,32.35,77.99,2025-11-23T14:00,1.5,3.1,0.3,108.0,1.2,106.0,Good
Losar,Himachal Pradesh,32.44,77.75,2025-11-23T14:00,2.5,4.1,0.7,113.0,1.8,97.0,Good
Kunzum Pass,Himachal Pradesh,32.4,77.63,2025-11-23T14:00,2.5,4.1,0.7,113.0,1.8,113.0,Good
Chandratal,Himachal Pradesh,32.48,77.61,2025-11-23T14:00,2.5,4.1,0.7,113.0,1.8,111.0,Good
Batal,Himachal Pradesh,32.36,77.61,2025-11-23T14:00,2.5,4.1,0.7,113.0,1.8,113.0,Good
Chhatru,Himachal Pradesh,32.31,77.38,2025-11-23T14:00,6.5,7.8,2.0,126.0,4.6,102.0,Good
Gramphu,Himachal Pradesh,32.39,77.25,2025-11-23T14:00,6.5,7.8,2.0,126.0,4.6,148.0,Good
Khoksar,Himachal Pradesh,32.41,77.23,2025-11-23T14:00,6.5,7.8,2.0,126.0,4.6,194.0,Good
Sissu,Himachal Pradesh,32.48,77.13,2025-11-23T14:00,6.5,7.8,2.0,126.0,4.6,160.0,Good
Gondla,Himachal Pradesh,32.52,77.07,2025-11-23T14:00,6.5,7.8,2.0,126.0,4.6,160.0,Good
Tandi,Himachal Pradesh,32.55,76.97,2025-11-23T14:00,7.3,8.5,0.4,128.0,4.7,143.0,Good
Udaipur (HP),Himachal Pradesh,32.72,76.66,2025-11-23T14:00,3.9,5.4,0.3,122.0,2.0,136.0,Good
Trilokinath,Himachal Pradesh,32.69,76.68,2025-11-23T14:00,3.9,5.4,0.3,122.0,2.0,136.0,Good
Jispa,Himachal Pradesh,32.64,77.18,2025-11-23T14:00,3.5,4.9,0.8,126.0,1.9,144.0,Good
Darcha,Himachal Pradesh,32.67,77.21,2025-11-23T14:00,3.5,4.9,0.8,126.0,1.9,142.0,Good
Zingzingbar,Himachal Pradesh,32.79,77.34,2025-11-23T14:00,3.5,4.9,0.8,126.0,1.9,138.0,Good
Baralacha La,Himachal Pradesh,32.76,77.41,2025-11-23T14:00,1.9,3.4,0.8,114.0,1.3,122.0,Good
Sarchu,Himachal Pradesh,32.91,77.58,2025-11-23T14:00,1.9,3.4,0.8,114.0,1.3,114.0,Good
